title,1177 a. C. El año en que la civilización se derrumbó,1382-metodo-ted-para-hablar-en-publico,A este lado del paraíso,Altas capacidades en niños y niñas,Antología Palatina I,Aquellos hombres grises,Bastiat,Benjamin Franklin,Caballos desbocados,La Casa de Dios,Cómo Criar Niños Felices,Cómo enseñar a leer a su bebé,Cómo funciona la mente,Cómo hablar con un progre,Cómo hablar para que los niños escuchen y cómo escuchar para que los niños hablen,Cómo invertir en Bolsa a largo plazo partiendo de cero,Cuentos esenciales,De ratones y hombres,Decamerón,"Decir no, por amor",Deep Learning with Keras,Desarrolla una mente prodigiosa,División 250,Eso lo explica todo,Los Estados Unidos Desde 1816 Hasta La Guerra Civil,Los Estados Unidos desde el final de la Guerra Civil hasta la Primera Guerra Mundial,Flores para Algernon,Habilidades para niños,Hábitos atómicos,Helénicas,Historia de Rusia en el siglo XX,Historias Libros I-IV,Historias Libros III-V,Historias Libros V-XV,Historias Libros XVI-XXXIX,Ideologías y aparatos ideológicos de Estado,Kokoro,La historia de Genji,Mahoma,Marketingdencias,Las Mil Y Una Noches,Mitos y falacias de la historia de España,Morfina,Nuevos enigmas históricos al descubierto,Pabellón de cáncer,Por qué fracasan los países,Por una causa justa,Psicología y pedagogía,Retorno a Brideshead,"San Manuel Bueno, mártir",Sentimentalismo tóxico,Sobre la libertad,Solaris,Starship troopers,Taiko,La Tierra es plana,Todo fluye,Todo lo que debe saber sobre la Segunda Guerra Mundial,Universos paralelos,Vida y destino,La Violación de Nanking,Ya está el listo que todo lo sabe,El árbol de la ciencia,Una breve historia de casi todo,La cabaña del tío Tom,El capote (Trad. Irene Tchernova),Los cien mil hijos de san Luis,La civilización del Occidente medieval,El código de las mentes extraordinarias,El economista camuflado ataca de nuevo,La educación sentimental,Los errores de las mujeres en el amor,El espía que surgió del frío,El factor confianza,La formación de América del Norte,Un fuego sobre el abismo,Los gozos y las sombras,La guerra que ganó Franco,La historia secreta de Madrid,El hombre en busca de sentido,El infierno de Treblinka,El instinto del lenguaje,El largo adiós,El libro de las tierras vírgines,El libro negro de la humanidad,El libro negro,El materialismo histórico y la filosofía de Benedetto Croce,El método Lean Startup,Los mitos griegos I.,El molino del Floss,La muerte blanca,La muerte de Iván Ilich,El mundo de las palabras,El nacimiento de los Estados Unidos (1763-1816),El nuevo mánager al minuto,El pájaro pintado,La pequeña Dorrit,El problema de los Tres Cuerpos,El proceso de convertirse en persona,La república de Azaña,La sombra del ciprés es alargada,El sueño eterno,La tabla rasa
Flores para Algernon,0.09918334352928537,0.06587017304242371,0.37426053994106034,0.17493854268609255,0.1372798715663074,0.15635194487833903,0.10263922741866416,0.10492179312298777,0.26970703476161295,0.414653719114528,0.14929680064975392,0.21995334536327005,0.12559836398524293,0.20075457810708053,0.28856577553296336,0.11146903191155877,0.43008559446424655,0.292258001546966,0.24732063304337581,0.1518968780637716,3.3306690738754696e-16,0.1910443167585959,0.2209213514532491,0.16146632618001266,0.1672788108555313,0.1318161788917065,1.0,0.2133328098245615,0.19089768827106068,0.12374959557090226,0.11666419599552968,0.08234585157163066,0.05118624037513009,0.08491293985802961,0.07194759162700026,0.10360612455472751,0.3245405244528715,0.24365358470115017,0.08415161886114852,0.1897798259639638,0.0866195460066208,0.1112699501316099,0.35378042402942056,0.14694024205508505,0.2617597113106229,0.07239913831190603,0.21773945210844237,0.10417875660238773,0.3871854033000335,0.17368219943260021,0.23341608080932674,0.1493188282205865,0.3864822278714234,0.33915051483017666,0.2833004227685011,0.04334823661422016,0.24066874374771785,0.13264144101644204,0.12560498336190484,0.2336027009427205,0.19108697954486398,0.1414703472032126,0.24234069734356367,0.1863367258044737,0.2271200792182264,0.2493728372871583,0.2390037914889923,0.13969689435145138,0.2653728028563669,0.1727500603359886,0.33025878573274714,0.19035723742377253,0.4206670786329837,0.08599319896106439,0.13860212169873176,0.17721093845367653,0.31463947221598176,0.10736343321332142,0.11898031723435398,0.22253338746261753,0.11902724642231965,0.14685987339851025,0.48000878006163594,0.27699484659321716,0.1325208654926059,0.22106822835606266,0.07191789788577518,0.11865406062626238,0.17889840171614568,0.4172926105357989,0.07756210041220857,0.08697239477192964,0.1850692100072372,0.14758646445714785,0.0950337296715551,0.24075433591430861,0.32302277271085866,0.2778684862472812,0.28809857461868094,0.11805727643240649,0.3015768084531053,0.438626552517033,0.1793979294418302
Habilidades para niños,0.13466840609942976,0.08845260986245729,0.25896239599502324,0.3079094617448441,0.1913682672580994,0.22887819647669638,0.16349956627239082,0.08628811618315524,0.2921116297328984,0.33299924854492946,0.2000029566912176,0.28527845942712515,0.1428843445480652,0.19058564750136675,0.4342100442871796,0.1385922414800782,0.3092278195013114,0.18159564418965257,0.2274826467326334,0.21033084492950793,2.220446049250313e-16,0.25198126002195376,0.1600023493690068,0.16004565619559052,0.20995229427304174,0.19476850320944072,0.21333280982456138,1.0,0.22054027458276537,0.15259826758379735,0.1820245748590511,0.10985583432359525,0.07371414912399399,0.08804519717768233,0.11026985258025168,0.16453671034452733,0.28014457542640125,0.26744541626745266,0.12871328386257497,0.20020201829922601,0.0725017305469734,0.15803407781427037,0.20451244034278193,0.19101020902927413,0.19995386961075035,0.11651169522580906,0.17372413624658278,0.21609169875467127,0.26675007897592473,0.08169852387877485,0.24706579111786264,0.19446155922969965,0.22347926694843712,0.22283062275891852,0.28551550550059823,0.04122204762481896,0.17065885810961579,0.13947431279122402,0.1333750778382401,0.16298412817213503,0.2246141481098789,0.22714432049916022,0.17980331889936685,0.1826866366822133,0.1627895588422068,0.13387859973280236,0.1654655516758421,0.163645648825257,0.26710047602854037,0.20007153325179006,0.24513051301347133,0.1990560126765345,0.1683063366236377,0.15151001648180595,0.15604863805458713,0.15790299109699135,0.18814977612984973,0.12832959918827502,0.17915350219299808,0.19547444075915654,0.11099576550301316,0.1591668748294428,0.24097190364405485,0.2636242786801162,0.15896886964020185,0.21848917959978365,0.08432969417410907,0.1460964776843512,0.22205354538461908,0.31377640723822575,0.09868871953662206,0.062444014186661456,0.14531468525019908,0.1728695565927758,0.15516366962724037,0.21776263676861696,0.2555064243144818,0.28656350916507534,0.2485351228949647,0.15747493200348994,0.18304621594417603,0.13968330068605705,0.18428035496484096
Hábitos atómicos,0.20831446417561972,0.12400256229944606,0.25309709940555425,0.23195159626610706,0.17304500556191704,0.22872952537018088,0.1835806406954601,0.1646187116310367,0.1842450900065976,0.2538652437499851,0.3339734048129751,0.20453952083015547,0.29563215995610315,0.24160004400836177,0.2727845887327104,0.17894137336707194,0.2091167433892258,0.11021767397798399,0.164357756625792,0.13282059366590215,0.025251968226656984,0.2358597565344871,0.13821417965376848,0.2944938080107753,0.20133297474930634,0.24109671870960359,0.21132911413895428,0.24022316680296008,1.0,0.1778217439919053,0.1856362687019314,0.09021772590235178,0.06611262598513845,0.08582732708631513,0.08557419551308165,0.1335383688308599,0.29208272453835293,0.20804943181183544,0.21206418347604328,0.25275466498475296,0.05652611285371989,0.11568957468632257,0.17892529896002585,0.19075537447306823,0.15931933889173766,0.19842282889305618,0.14210111500152145,0.16488486541374825,0.246915732063139,0.1044893747394362,0.3853450135765968,0.18381259584821086,0.22909678973228786,0.2281845187981858,0.20022991491721387,0.22640572857486185,0.1918134800981861,0.2063872873625655,0.2864824193065907,0.1557609345602703,0.37770602384819363,0.25416198708765236,0.12148824341310827,0.3820963326158514,0.14492371523309067,0.10060680191534799,0.12804944498033688,0.1722596813608951,0.3762080335450356,0.290923517145557,0.18804118723517937,0.20502229473002953,0.13268140867016398,0.28517377085444195,0.1939635264044992,0.13211723031615685,0.12523284313346972,0.18069446838137815,0.18403220897391315,0.2045473675843258,0.13314645756687749,0.37176313662751814,0.21734789021466383,0.19008169991785306,0.2746402279890924,0.19543754245348666,0.11824871426740269,0.15241468576634376,0.1829477671834463,0.25219937169636497,0.08259444936801963,0.04115430279407406,0.35790413885398964,0.18450739812748285,0.20658642288226903,0.21748097831719682,0.19630703004728522,0.20258956514280935,0.3495338352248142,0.18118854762492764,0.20290297544998126,0.15272786309109665,0.3463080574935361
Helénicas,0.19347456665828422,0.11319862611372788,0.22265873405411962,0.15959905725663637,0.25694619254367024,0.2130495070173678,0.1608344569932112,0.018058267084461455,0.23284897576878594,0.1757661962230136,0.12021818040461707,0.1378554054474761,0.12683490851530466,0.16456686957343836,0.14351819632558205,0.08658200787641601,0.24519810250842733,0.0744595127449934,0.24113805341375016,0.1332927079344679,2.220446049250313e-16,0.1446294405312647,0.23116095531808367,0.13397838717105992,0.24331290504214798,0.17406109546276316,0.12374959557090215,0.15259826758379735,0.1565222711839498,1.0,0.14621495081252633,0.2303818254081158,0.10830596791592628,0.2184433748990967,0.2333891232999078,0.15467804037967803,0.21575783669961368,0.24791711043629505,0.14569830309799414,0.13627219002536872,0.09833994199297313,0.17010772280105602,0.14993068757648453,0.19752713953242895,0.1607624258772865,0.1234629769464981,0.14968673249426934,0.19647411788406943,0.17631600337717135,0.08008045389284668,0.14829452963532852,0.1650390759067213,0.15261282667903564,0.2002293131611056,0.30198363964263397,0.06331158429036099,0.1952833906159026,0.1464348072718431,0.1216396553959217,0.13510627540851217,0.19002613562383186,0.15895809496320157,0.17306740997660575,0.15115980426555764,0.12069661650322672,0.12403772575144734,0.15464435436561075,0.20175676648606644,0.22103082616216518,0.22693548375659445,0.2256811057759015,0.2208764268755231,0.1462078026412329,0.10894030296066537,0.20155036467308618,0.13055227931822078,0.13920828721050427,0.19223517227001452,0.17557164989095364,0.12971490349371018,0.1345280502638051,0.16078110671318113,0.1411911662091151,0.2468331183795588,0.16231148376068472,0.24946891440771968,0.09466913954896172,0.11478035417004973,0.25010663451100457,0.1669750536216731,0.08164656656702263,0.0668820246311691,0.13940934280961914,0.19299877099326435,0.03824708184597969,0.14246723530304684,0.1772651266823494,0.22565827050580645,0.16906422225957107,0.1945016012688744,0.20677279162114148,0.15838042818910558,0.17458308924929888
Historia de Rusia en el siglo XX,0.20244802830153352,0.087788699677812,0.17089318823228583,0.1496747186541093,0.1574875309369177,0.3777325214072431,0.2083337173947235,0.1822728798022344,0.19119916740724396,0.15584494886692735,0.122869991246083,0.1894064178712811,0.13767812666380952,0.3005739074478062,0.16753256284032836,0.14848502812809083,0.17258422278544705,0.043963526421152754,0.13338061559785963,0.14801247412950558,0.012889412675584744,0.1352691236496234,0.19186822193861341,0.21298759100930942,0.2697690222654153,0.3520619970200325,0.12804987570446247,0.19256779767217957,0.17530783864741273,0.15721973864774796,1.0,0.13103921098803684,0.09054677843477499,0.10020784595856869,0.11972756907635473,0.14551491672438266,0.19913054053886625,0.17806329959746647,0.11050862490058455,0.1621101498531764,0.04557466459144632,0.4170082487666634,0.09513727905127078,0.4500095013148292,0.1928667612130044,0.25732216003816233,0.26972642503461064,0.23519947423525034,0.19498804335352016,0.16358509339555105,0.2802225722673707,0.16454731392841815,0.12952415568626707,0.16894578892060552,0.21315649759292277,0.10267910629532762,0.359542142413694,0.44161592780997416,0.18535141475465744,0.26064367004231603,0.362742856491476,0.26386869369436805,0.1111031128877994,0.21421338025841474,0.09802650501638488,0.07147370567390476,0.08875356680922564,0.23660083287677025,0.1933664682580466,0.33259390780259,0.14773388614736316,0.18320674184585628,0.14046957984641317,0.14053976716361205,0.24717760159974866,0.08730661573043519,0.11145307421308648,0.4308185702049545,0.3436488461835294,0.20810291142185156,0.2148659429547829,0.16213601837835345,0.12074317505658916,0.13240917923063034,0.3723136786759038,0.4295341006345541,0.11168524300592941,0.18188118709138745,0.19945201449668348,0.1654418450171391,0.24191228683525712,0.039380132383916244,0.16681631201395142,0.2351358086397597,0.08053930475500048,0.32983500710360636,0.1522480579690152,0.2265322072002126,0.20051416260755284,0.31332103463908534,0.13008701454103233,0.08764614558012984,0.28620077164849744
Historias Libros I-IV,0.11819362490670648,0.056600159214561074,0.12194281216517844,0.11173968674687629,0.2000854227794201,0.12833011355282875,0.10430432586476657,0.04628677278122584,0.1455489707907449,0.1044802857451369,0.08378097702223197,0.09128312593618482,0.0698572085698409,0.12014739576251787,0.10550051829603624,0.0441982177778979,0.14091594466829416,0.0347158413827382,0.1256781087907437,0.10068412661357162,3.3306690738754696e-16,0.09641431307007553,0.12004681512162607,0.08259051042311416,0.16934768539839262,0.11137435044124488,0.08234585157163066,0.10985583432359536,0.06664877030580296,0.23038182540811591,0.11969256517924687,1.0,0.12443218861166394,0.7335821125771915,0.7293654168440951,0.07982469306358853,0.10375064026168024,0.14218863517243252,0.07286344073980511,0.10143548121145829,0.048970136987494084,0.12666723449628325,0.07891997185107347,0.13844674667517742,0.0977720102949875,0.08671291053327257,0.09967255502555328,0.11784579721165922,0.11352205361969125,0.051566255004446004,0.1171112529779621,0.11577112206607776,0.10505386392931959,0.12191243304361943,0.18134645947057038,0.02294264691714165,0.11548958484842453,0.10421631621875826,0.06703551890879389,0.08878946707256985,0.11718443591787242,0.09658933827147476,0.0936694747690584,0.1008605077611131,0.0662211363130929,0.05440176351188997,0.08523500163360331,0.12923842268085117,0.1004896522337616,0.13400495342613983,0.11159421264295166,0.14149096512480897,0.08376133826445842,0.06965576910677718,0.12614970753976606,0.07666089178485114,0.07228503855112833,0.11274925390397494,0.1157087690412566,0.11834857880802241,0.06660832838278896,0.07413627428848801,0.09022026382144932,0.11891113562211997,0.10458464528062361,0.1480530891551305,0.08499226199693499,0.08606542472087675,0.13723389955315302,0.10658716106246113,0.06675596895594271,0.035786440661701335,0.07965555135974511,0.12654984128820712,0.0448136748639576,0.0906753734003527,0.11239459572889787,0.12837497932013575,0.13477383106314933,0.10663037787089036,0.10147563995340825,0.08127653548830172,0.10832830191199139
Historias Libros III-V,0.07842637880058034,0.024460635725733093,0.072350076220414,0.051627969947456,0.058137421290412994,0.0751588727883159,0.06017508541671457,0.041747512719279345,0.09773974274499331,0.07003730337526082,0.05830909086889602,0.05972422659514243,0.045501843045411494,0.08057291430413127,0.06905801429037695,0.034350074115284124,0.08123177498915535,0.018207609104687106,0.07744774540444255,0.04107626644479334,0.004781293686197952,0.02986672816429281,0.08684707306292805,0.04360731315357447,0.13922429463776753,0.09783117355726767,0.05572279761340182,0.0781429938144017,0.046500065746240216,0.11256941896155015,0.08307653646754065,0.12861853546009283,1.0,0.05487736069179883,0.06439427976393552,0.04655143138013129,0.059825890232652834,0.07980232729411763,0.05316565523576111,0.05796674101082466,0.03370208363029392,0.08570324623567582,0.04665040111927998,0.09690015699870802,0.07264684812958622,0.057176539102507196,0.07370707237531016,0.0536289932392926,0.07845924257393821,0.05817699605004667,0.061099778174906416,0.0678830526493005,0.04658919009554796,0.07044386879883147,0.11854654834849965,0.017044431715192654,0.0823936208926449,0.06826030278757522,0.04279999113678701,0.06347678934324918,0.08242351267559722,0.060209491781059055,0.05565903728674049,0.05375560378992772,0.049488548469845295,0.04989923087166115,0.06282522673025603,0.06216109867016828,0.07449436463015235,0.07370731197832114,0.06138570745886551,0.059960756729525944,0.05190873906177507,0.03197821759581976,0.10764166109469486,0.04648987173426278,0.041975594459963794,0.08907770621590039,0.08096431775220347,0.06116414514628521,0.05294920702023942,0.04873694090525904,0.0643532737993544,0.06964738160719908,0.08432905002672175,0.09049029478776793,0.1290097314141193,0.04942319376614379,0.09194105238619799,0.07174959546116477,0.05655507828625472,0.024656529113421866,0.06171700156126503,0.10734093895345964,0.04344626302501464,0.06880794870923823,0.06810924463720158,0.08280401839349627,0.07877515315494732,0.08208036288320864,0.06334982893866581,0.04210899876706753,0.07732197854862399
Historias Libros V-XV,0.08316043025907682,0.05161429338034418,0.11726413380914491,0.09472413860028561,0.18626694203201954,0.11687014391363448,0.10681948303789113,0.025015857358430482,0.14685674268387983,0.09388625588559996,0.06722439616958698,0.06586625756984488,0.06126101816643348,0.0837876666611963,0.08153997652834288,0.024028697771942498,0.13718119331701628,0.04667744964326859,0.12463677596929801,0.0857879244670875,2.220446049250313e-16,0.08603303844760068,0.13936552477677078,0.07040980419593212,0.14160898138023426,0.07890964548817081,0.0849129398580295,0.08804519717768233,0.06214463316171526,0.2184433748990967,0.08845861284870071,0.7335821125771915,0.05033674175111946,1.0,0.7494297705684104,0.08157619899221047,0.09887859110278452,0.13284010345003006,0.06803402237502965,0.07918846157875548,0.053462276328282154,0.09531406636100448,0.07333412819368934,0.11648411758279575,0.08885985918851036,0.054383794490697523,0.10302062152261882,0.10046067299779471,0.11042376446457036,0.037709626865798596,0.09046601953408206,0.09165916164479504,0.10083595114248545,0.11756966458527796,0.18493803403070241,0.030640439042830425,0.1047840343940506,0.09478685952872967,0.05122921520482315,0.09100407543178068,0.09381049836496336,0.0640648828796282,0.0885981938962146,0.07483929269545186,0.06576406780069333,0.0652514246958511,0.10946851432373017,0.11619375982885505,0.08271286651516374,0.11059092294518658,0.11937353960282593,0.11979073296993825,0.09545619519659154,0.04955157864136217,0.10405292140698241,0.07592050375509984,0.07208293289958256,0.09505432462874097,0.0829311836183102,0.0937303213120696,0.07887605849765622,0.06728173775096147,0.08521453338128981,0.1252186460854524,0.08513604971131006,0.13945482118428054,0.056769174490672536,0.05854389691283013,0.13098791210829752,0.10775178215044023,0.055187316941767484,0.027328372640104348,0.06996547796989028,0.11266649213410973,0.02628515794704911,0.07993194712998308,0.10469813290718089,0.1304048966777155,0.10468210795545474,0.10006911006035746,0.10696540565575408,0.08221942652360936,0.09243366173128686
Historias Libros XVI-XXXIX,0.10727291311965037,0.038943163200685804,0.10649134037610675,0.10257092590072425,0.20398479974616357,0.14298027023268267,0.0953400279384351,0.04094907946397508,0.13236029156114948,0.09976610739332781,0.08081156910489373,0.08441775933157747,0.060440076534120535,0.10564296598121559,0.09443565242036589,0.033299938541655916,0.1354459210661212,0.03939935748421952,0.1448665532190696,0.1100223186180328,2.220446049250313e-16,0.0902545533925333,0.1340585097029966,0.0667599228276502,0.13674329046165357,0.08458885942466965,0.07194759162700015,0.11026985258025168,0.06188494392410482,0.2333891232999078,0.10823321902600314,0.7293654168440951,0.059899382617654706,0.7494297705684104,1.0,0.07996287381134581,0.10432623360510496,0.138644619742744,0.06903610273950667,0.0881631270758596,0.06081362285635594,0.1077323668414123,0.07553755092240533,0.11672099566320948,0.0952114919859276,0.05976372239509242,0.10182898778687322,0.10039095253852048,0.11542916786056945,0.051629973897465264,0.10598867562904768,0.08563538164849205,0.08566257553919499,0.11091686726869388,0.17453286787322908,0.023968760743390494,0.1237180532698342,0.10791147162319081,0.05054751934540802,0.08891025534819752,0.1253257660674969,0.08073658015142438,0.09290593687357351,0.08785383514289136,0.06816993051373665,0.06571264040486746,0.08724058546651581,0.10764200911657751,0.09902136697094455,0.13009335140935308,0.11982724685721413,0.127929387256962,0.08382591820755869,0.047343205245088726,0.11251162750355748,0.06877698123291554,0.07088503575346994,0.10633435285571724,0.09100806457465371,0.10159843049424921,0.09172231902590822,0.06520056963730358,0.07486017963968883,0.12822702101640293,0.09985746680023677,0.15129215755665903,0.06244568677656093,0.06952727009150284,0.1521176498423079,0.10730974008221872,0.06322005124530983,0.031094645151480305,0.07089477215525553,0.09654670155895673,0.039852439084711144,0.09571027956558875,0.11238222166979128,0.11612055812124,0.11037950647586636,0.09950192322903195,0.10270953055198062,0.07589460872604836,0.10475340036850989
Ideologías y aparatos ideológicos de Estado,0.09547102643142957,0.11511347935067817,0.12961440578148764,0.16442178982845257,0.10527345638424002,0.16171880446029852,0.2688514713741208,-0.0,0.1238615249052828,0.1201527949144926,0.17619882839816103,0.20443012310858755,0.09025228796861984,0.1777815347981394,0.19269680227440944,0.1258060529236551,0.09916403426178333,0.03648447000374977,0.1253611616141619,0.30717700702610073,2.220446049250313e-16,0.1705565101133396,0.13471535680269142,0.13540717246592127,0.1105705960875274,0.127772575723207,0.10360612455472729,0.1645367103445271,0.11109168428603988,0.1546780403796778,0.13435729061348856,0.0798246930635883,0.041970812474622976,0.08157619899221025,0.07996287381134559,1.0,0.19427135038445786,0.1342993275912987,0.0852063960800088,0.08118948512990254,0.03173459061772066,0.12397398389990488,0.10655520907861071,0.16550413025576383,0.10651935384008981,0.10351815220167371,0.09790333824929487,0.30618109058670506,0.13089461502094746,0.11099338836874284,0.18979227416527866,0.23051841259459704,0.12340294919715078,0.08352190848581054,0.11944281278595714,0.0734392527151313,0.1227042755190626,0.06772242183012922,0.10242175108365659,0.09793856972308967,0.11201701986292723,0.16162274431365886,0.10294012339695569,0.11933317495466444,0.05986452721083502,0.08619457584192347,0.07645060123090497,0.24540286933008726,0.14645799796369507,0.18479772246869663,0.171124137486257,0.16482062155972688,0.07724148869250813,0.11614757233772632,0.11595805394648606,0.06252704192362768,0.07900980850347061,0.09630433074365963,0.20533483672096553,0.13936372580661605,0.05693993185550117,0.1407497080924447,0.09332730710767445,0.10612001118821257,0.10614682544220011,0.07814024707363898,0.1563267748130167,0.09544674490776339,0.16778280465906648,0.15056194728635497,0.06342717239374318,0.0345559095840513,0.1210763659173405,0.09190622009754057,0.09027921876754585,0.06844770486210905,0.12345440395104246,0.12448516574836233,0.1949382703192264,0.1308586600879672,0.13671254790927412,0.07953458687322512,0.143741281122021
Kokoro,0.20341269720842148,0.07444338293619968,0.33980744034181953,0.16124653181934956,0.1924897690170292,0.252331256148543,0.20179194224826635,0.10032311060473587,0.32569415873514773,0.4298164311241013,0.20023251866797653,0.26488244604075106,0.17265151481218266,0.256102597338388,0.349433741263944,0.14698986172908723,0.3900558817456139,0.18599056049082074,0.3035106278741657,0.1753794607929947,0.0022289587497023033,0.23013028253628587,0.2639309916580501,0.22393413521999395,0.20307663054046943,0.22574745231055704,0.32604609576096133,0.2817491034735251,0.2753621099686553,0.21750588013138739,0.19048142656636458,0.10574834311398373,0.057414722504871785,0.10088715355168998,0.1063226534835896,0.19606728630790426,1.0,0.33574954903040277,0.20521139369308672,0.1946056976078453,0.09283251841165963,0.17065085129827529,0.3434224476007295,0.20798321699577105,0.26755897085036684,0.13802358706112117,0.2276350251837691,0.2014266541242551,0.40116268687348744,0.14801692016943413,0.30030809164658834,0.2189972999144637,0.362199908680071,0.273422020798337,0.32903907876577465,0.06510337741639094,0.2422802153210296,0.1624863129164491,0.18815857481755904,0.22466181447807343,0.2526262763733885,0.2875046109349043,0.29931313048616726,0.25977037297578365,0.19607084072336356,0.1938070004572442,0.20290782949463704,0.2532260245349932,0.2854014110152656,0.2610639129454442,0.30379922634754186,0.2505648084131574,0.2956141518645228,0.12552468992580101,0.1845370822946829,0.1727977883861268,0.2579586493662992,0.17827091712708787,0.2257542103300345,0.2736386804846347,0.10671723993308735,0.20078776691216293,0.32967453074886766,0.31440553223589873,0.198926841700087,0.2602341252596325,0.11624806423837586,0.10827291385272253,0.29513185876454473,0.3893359854961834,0.08463676812099419,0.08096383972687993,0.22134701829274694,0.19314863327895726,0.1016045569802656,0.2528698772737289,0.30957558735570145,0.35157679120711793,0.318267740582482,0.23630653913311594,0.3424990862251831,0.2767538691011221,0.2397061968694093
La historia de Genji,0.21357548800578874,0.10585353957656007,0.3107662525462561,0.20281870631490795,0.2032783599348167,0.25443971881614824,0.16946912145796733,0.0325229546881598,0.41602610004758556,0.3696176592101499,0.16984923502647886,0.2282078465260564,0.15194666535363477,0.1947145198245196,0.26298626434793493,0.11846515823503989,0.4109773130240406,0.17020012161713804,0.3973888692373012,0.1822685824531185,3.3306690738754696e-16,0.19774167437251866,0.2740627650393914,0.20162861195388604,0.18342890182915716,0.15590557582896347,0.24365358470115017,0.2674454162674528,0.18753304200329435,0.24791711043629516,0.16733068112417815,0.14218863517243252,0.0753814544802831,0.13284010345003017,0.1386446197427441,0.13429932759129892,0.3342656546363273,1.0,0.12949394633595412,0.1989531065525041,0.12663512086482642,0.14866568750919296,0.25401901584844166,0.16636761692295088,0.2764593622803514,0.10779259255859475,0.2319203697108828,0.17655033117568153,0.4139882470236006,0.0963120461524739,0.24931294958665262,0.18606958502886362,0.3148451242314513,0.30061844676902716,0.5614500386034145,0.06701087351314639,0.22634593681238702,0.13645345788296293,0.16194122514236886,0.2240407105874216,0.24316479622185594,0.21281864873794543,0.2104039621216085,0.25015521509726724,0.20538347082389008,0.18687402388140406,0.17645601964679947,0.2592011753846839,0.25852321714820314,0.2156881048751388,0.28317200253401664,0.27724817568057925,0.28114856644697783,0.09782234889216379,0.16403666320251498,0.21436917278474477,0.21769968208369306,0.13211226185447456,0.18205177378933002,0.1853479844641892,0.12864618022099772,0.1880956606391232,0.2662153656316063,0.3308839400782637,0.1854439381891715,0.27771294147130343,0.0994379184441121,0.0767631626294143,0.3634390810094573,0.3813826555013864,0.08385722124870154,0.09160817011645572,0.19938363682470828,0.15382331428949347,0.054037119331719397,0.2508272604363285,0.31852654072907083,0.36602334723806695,0.23839313032863063,0.1463344516059839,0.2987073952137511,0.21380054886084743,0.24109323675204697
Mahoma,0.27500240448914026,0.076412773167572,0.10927357282237815,0.08411300175939296,0.07014236956278286,0.10710886870716907,0.15055076795323907,0.07653855714790114,0.1234750575832948,0.09967981682638816,0.2239998973413967,0.10130250430230048,0.3826713578977554,0.15305097982977778,0.14225255009501492,0.03587202142434032,0.1245763550229042,0.030376547368485163,0.1394968173243779,0.10303313275317749,3.3306690738754696e-16,0.06237118577547396,0.09098423465060057,0.1660817792070366,0.12935665987179112,0.11175197820823479,0.08415161886114852,0.12871328386257508,0.1916518004242821,0.14569830309799425,0.09889389646766833,0.07286344073980511,0.048616812809693655,0.06803402237502976,0.06903610273950689,0.08520639608000902,0.2034358851395699,0.12949394633595412,1.0,0.08791994380101065,0.07891509180966505,0.12681540494825894,0.07611361549797557,0.17485505874345075,0.0832152743220812,0.29097962384058373,0.08880490738467384,0.10959676352338132,0.11692614115338562,0.05880768876169462,0.14232240528761708,0.09656758472594407,0.13113955471833305,0.08676931342386895,0.14271248050945884,0.055482515144999245,0.11774381126002786,0.09788009510974904,0.1567379365161835,0.08259069346860004,0.13097269791666932,0.11928296005030925,0.07085697915341616,0.1935468626965825,0.07753640922788352,0.07514028117239102,0.057338532496648664,0.14163977691069796,0.12715968106396536,0.14376780700533365,0.09226386322945823,0.1433138494926327,0.06516427230130184,0.08063591872447196,0.11437628117175924,0.06247002323927886,0.06743101393004958,0.16223299908606448,0.1327974644076536,0.16665102107747687,0.07847057318199735,0.20626090665819918,0.0926553319694764,0.09195821696992346,0.3553973032865879,0.12325391911938499,0.05062719735468302,0.07311994126448906,0.10507928109580167,0.10837156353040345,0.048911994398010084,0.0306363811745618,0.257301135950476,0.10085741475658616,0.2464680211017537,0.09458067786954216,0.10275157407923363,0.10793373075854085,0.15019692996007827,0.17334911306209078,0.07932110298994877,0.04477239109373232,0.13946172605504525
